,Number,IncidentAddress,Street,Town,State,Zip,IncidentLatitude,IncidentLongitude,Coordinates
67714,2019-00009266,606 ROCK CREEK Charlottesville VA 22903,606 ROCK CREEK,Charlottesville,VA,22903,38.023651,-78.502252,"(38.023651, -78.502252)"
67719,2019-00009273,620 PARK Charlottesville VA 22902,620 PARK,Charlottesville,VA,22902,38.035607,-78.475427,"(38.035607, -78.475427)"
67722,2019-00009276,500 1ST South 208 Charlottesville VA 22902,500 1ST South 208,Charlottesville,VA,22902,38.026604,-78.48383,"(38.026604, -78.48383)"
67727,2019-00009277,OLD PRESTON AVE / PRESTON Charlottesville VA 22902,OLD PRESTON AVE / PRESTON,Charlottesville,VA,22902,38.03254,-78.483252,"(38.03254, -78.483252)"
67729,2019-00009282,901 RIVES A Charlottesville VA 22902,901 RIVES A,Charlottesville,VA,22902,38.017968,-78.469724,"(38.017968, -78.469724)"
67733,2019-00009286,801 EMMET North Charlottesville VA 22903,801 EMMET North,Charlottesville,VA,22903,38.04738,-78.504564,"(38.04738, -78.504564)"
67735,2019-00009287,1620 KEITH VALLEY Charlottesville VA 22901,1620 KEITH VALLEY,Charlottesville,VA,22901,38.058413,-78.483561,"(38.058413, -78.483561)"
67738,2019-00009288,1412 CARLTON 3 Charlottesville VA 22902,1412 CARLTON 3,Charlottesville,VA,22902,38.021078,-78.467026,"(38.021078, -78.467026)"
67743,2019-00009289,1400 MONTICELLO 215 Charlottesville VA 22902,1400 MONTICELLO 215,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
67746,2019-00009290,1206 GROVE Charlottesville VA 22903,1206 GROVE,Charlottesville,VA,22903,38.028804,-78.501082,"(38.028804, -78.501082)"
67748,2019-00009292,2306 North BERKSHIRE B Charlottesville VA 22901,2306 North BERKSHIRE B,Charlottesville,VA,22901,38.063362,-78.49724,"(38.063362, -78.49724)"
67753,2019-00009293,852 West MAIN Charlottesville VA 22903,852 West MAIN,Charlottesville,VA,22903,38.031659,-78.493321,"(38.031659, -78.493321)"
67758,2019-00009294,1307 JOHN Charlottesville VA 22903,1307 JOHN,Charlottesville,VA,22903,38.037169,-78.497043,"(38.037169, -78.497043)"
67764,2019-00009295,402 14TH Northwest Charlottesville VA 22903,402 14TH Northwest,Charlottesville,VA,22903,38.037914,-78.497184,"(38.037914, -78.497184)"
67770,2019-00009297,JEFFERSON PARK AVE / EMMET South Charlottesville VA 22903,JEFFERSON PARK AVE / EMMET South,Charlottesville,VA,22903,38.032003,-78.508366,"(38.032003, -78.508366)"
67775,2019-00009298,1205 GRADY Charlottesville VA 22903,1205 GRADY,Charlottesville,VA,22903,38.039711,-78.49451,"(38.039711, -78.49451)"
67777,2019-00009299,1210 LEE Charlottesville VA 22903,1210 LEE,Charlottesville,VA,22903,38.031444,-78.497432,"(38.031444, -78.497432)"
67780,2019-00009301,415 RAY C HUNT Charlottesville VA 22903,415 RAY C HUNT,Charlottesville,VA,22903,38.02515,-78.526084,"(38.02515, -78.526084)"
67783,2019-00009302,708 ST CLAIR A Charlottesville VA 22902,708 ST CLAIR A,Charlottesville,VA,22902,38.033746,-78.467257,"(38.033746, -78.467257)"
67788,2019-00009304,1003 PARK Charlottesville VA 22901,1003 PARK,Charlottesville,VA,22901,38.04134,-78.47146,"(38.04134, -78.47146)"
67791,2019-00009307,1109 RIVER Charlottesville VA 22901,1109 RIVER,Charlottesville,VA,22901,38.043128,-78.456115,"(38.043128, -78.456115)"
67798,2019-00009309,TEEL LN / MONACAN TRAIL Charlottesville VA 22903,TEEL LN / MONACAN TRAIL,Charlottesville,VA,22903,38.017318,-78.542733,"(38.017318, -78.542733)"
67801,2019-00009310,BARRACKS RD / EMMET North Charlottesville VA 22903,BARRACKS RD / EMMET North,Charlottesville,VA,22903,38.052685,-78.499058,"(38.052685, -78.499058)"
67803,2019-00009311,207 RIDGE Charlottesville VA 22903,207 RIDGE,Charlottesville,VA,22903,38.029032,-78.486558,"(38.029032, -78.486558)"
67807,2019-00009319,200 West MAIN Charlottesville VA 22902,200 West MAIN,Charlottesville,VA,22902,38.031009,-78.482281,"(38.031009, -78.482281)"
67810,2019-00009322,726 PROSPECT G Charlottesville VA 22903,726 PROSPECT G,Charlottesville,VA,22903,38.023142,-78.495185,"(38.023142, -78.495185)"
67815,2019-00009324,112 5TH Southeast Charlottesville VA 22902,112 5TH Southeast,Charlottesville,VA,22902,38.029215,-78.47851,"(38.029215, -78.47851)"
67821,2019-00009328,1400 MONTICELLO 215 Charlottesville VA 22902,1400 MONTICELLO 215,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
67825,2019-00009329,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
67831,2019-00009330,517 RIDGE C Charlottesville VA 22902,517 RIDGE C,Charlottesville,VA,22902,38.026608,-78.48798,"(38.026608, -78.48798)"
67836,2019-00009332,1242 CEDARS 117B Charlottesville VA 22903,1242 CEDARS 117B,Charlottesville,VA,22903,38.056437,-78.500668,"(38.056437, -78.500668)"
67842,2019-00009333,608 North NORTH Charlottesville VA 22901,608 North NORTH,Charlottesville,VA,22901,38.043507,-78.469422,"(38.043507, -78.469422)"
67847,2019-00009334,1222 JEFFERSON PARK Charlottesville VA 22903,1222 JEFFERSON PARK,Charlottesville,VA,22903,38.03263,-78.498189,"(38.03263, -78.498189)"
67849,2019-00009335,852 West MAIN Charlottesville VA 22903,852 West MAIN,Charlottesville,VA,22903,38.031659,-78.493321,"(38.031659, -78.493321)"
67851,2019-00009336,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
67857,2019-00009338,405 GARRETT A Charlottesville VA 22902,405 GARRETT A,Charlottesville,VA,22902,38.028462,-78.481611,"(38.028462, -78.481611)"
67861,2019-00009339,2171 IVY 1 Charlottesville VA 22903,2171 IVY 1,Charlottesville,VA,22903,38.044166,-78.513233,"(38.044166, -78.513233)"
67865,2019-00009340,324 6TH Southwest Charlottesville VA 22903,324 6TH Southwest,Charlottesville,VA,22903,38.028265,-78.490111,"(38.028265, -78.490111)"
67868,2019-00009341,EMMET ST / JEFFERSON PARK South Charlottesville VA 22903,EMMET ST / JEFFERSON PARK South,Charlottesville,VA,22903,,,"(nan, nan)"
67869,2019-00009341,EMMET ST / JEFFERSON PARK South Charlottesville VA 22903,EMMET ST / JEFFERSON PARK South,Charlottesville,VA,22903,,,"(nan, nan)"
67870,2019-00009342,209 9TH Northeast Charlottesville VA 22902,209 9TH Northeast,Charlottesville,VA,22902,38.030031,-78.475137,"(38.030031, -78.475137)"
67872,2019-00009344,100 RIDGE 412 Charlottesville VA 22902,100 RIDGE 412,Charlottesville,VA,22902,38.029854,-78.484804,"(38.029854, -78.484804)"
67877,2019-00009346,1001 ELLIOTT Charlottesville VA 22902,1001 ELLIOTT,Charlottesville,VA,22902,38.019191,-78.476337,"(38.019191, -78.476337)"
67882,2019-00009347,1222 JEFFERSON PARK Charlottesville VA 22903,1222 JEFFERSON PARK,Charlottesville,VA,22903,38.03263,-78.498189,"(38.03263, -78.498189)"
67892,2019-00009348,100 CARLTON 5 Charlottesville VA 22902,100 CARLTON 5,Charlottesville,VA,22902,38.026689,-78.46855,"(38.026689, -78.46855)"
67897,2019-00009349,400 EMMET South Charlottesville VA 22903,400 EMMET South,Charlottesville,VA,22903,38.036498,-78.507782,"(38.036498, -78.507782)"
67898,2019-00009350,500 1ST South 209 Charlottesville VA 22902,500 1ST South 209,Charlottesville,VA,22902,38.026604,-78.48383,"(38.026604, -78.48383)"
67901,2019-00009352,510 MASSIE Charlottesville VA 22903,510 MASSIE,Charlottesville,VA,22903,38.051051,-78.51336,"(38.051051, -78.51336)"
67906,2019-00009361,524 HARRIS 127 Charlottesville VA 22903,524 HARRIS 127,Charlottesville,VA,22903,38.014065,-78.502182,"(38.014065, -78.502182)"
67910,2019-00009364,600 PRESTON Charlottesville VA 22903,600 PRESTON,Charlottesville,VA,22903,38.041188,-78.49833,"(38.041188, -78.49833)"
67912,2019-00009365,555 MCCORMICK 232 Charlottesville VA 22903,555 MCCORMICK 232,Charlottesville,VA,22903,38.034646,-78.516054,"(38.034646, -78.516054)"
67916,2019-00009366,430 TREE HOUSE 237 Charlottesville VA 22903,430 TREE HOUSE 237,Charlottesville,VA,22903,38.03355,-78.515187,"(38.03355, -78.515187)"
67919,2019-00009372,601 PARK Charlottesville VA 22902,601 PARK,Charlottesville,VA,22902,38.034278,-78.475945,"(38.034278, -78.475945)"
67925,2019-00009373,1400 MONTICELLO 201 Charlottesville VA 22902,1400 MONTICELLO 201,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
67927,2019-00009375,1605 6TH Southeast Charlottesville VA 22902,1605 6TH Southeast,Charlottesville,VA,22902,38.017019,-78.486833,"(38.017019, -78.486833)"
67929,2019-00009376,212 East MAIN Charlottesville VA 22902,212 East MAIN,Charlottesville,VA,22902,38.030424,-78.480377,"(38.030424, -78.480377)"
67931,2019-00009377,1306 HAMPTON Charlottesville VA 22902,1306 HAMPTON,Charlottesville,VA,22902,38.020043,-78.470552,"(38.020043, -78.470552)"
67936,2019-00009378,711 PINE Charlottesville VA 22903,711 PINE,Charlottesville,VA,22903,38.026761,-78.49453,"(38.026761, -78.49453)"
67941,2019-00009380,800 PRESTON Charlottesville VA 22903,800 PRESTON,Charlottesville,VA,22903,38.036459,-78.488781,"(38.036459, -78.488781)"
67946,2019-00009381,1335 CARLTON Charlottesville VA 22902,1335 CARLTON,Charlottesville,VA,22902,38.021752,-78.464846,"(38.021752, -78.464846)"
67951,2019-00009382,309 CARLTON Charlottesville VA 22902,309 CARLTON,Charlottesville,VA,22902,38.021911,-78.470785,"(38.021911, -78.470785)"
67955,2019-00009383,1700 HYDRAULIC Charlottesville VA 22901,1700 HYDRAULIC,Charlottesville,VA,22901,38.058751,-78.488837,"(38.058751, -78.488837)"
67962,2019-00009386,208 East MAIN Charlottesville VA 22902,208 East MAIN,Charlottesville,VA,22902,38.030461,-78.480493,"(38.030461, -78.480493)"
67967,2019-00009389,1106 West MAIN Charlottesville VA 22903,1106 West MAIN,Charlottesville,VA,22903,38.032806,-78.49599,"(38.032806, -78.49599)"
67970,2019-00009390,I64 MM 120 Charlottesville VA 22902,I64 MM 120,Charlottesville,VA,22902,38.00809,-78.509975,"(38.00809, -78.509975)"
67973,2019-00009393,62 MONROE HILL Charlottesville VA 22903,62 MONROE HILL,Charlottesville,VA,22903,38.035058,-78.507705,"(38.035058, -78.507705)"
67979,2019-00009396,100 OLINDA A Charlottesville VA 22903,100 OLINDA A,Charlottesville,VA,22903,38.02377,-78.499868,"(38.02377, -78.499868)"
67983,2019-00009398,571 MCCORMICK Charlottesville VA 22903,571 MCCORMICK,Charlottesville,VA,22903,38.033999,-78.517309,"(38.033999, -78.517309)"
67989,2019-00009407,1989 UNIVERSITY Charlottesville VA 22903,1989 UNIVERSITY,Charlottesville,VA,22903,38.039486,-78.506074,"(38.039486, -78.506074)"
67990,2019-00009408,600 MASON Charlottesville VA 22902,600 MASON,Charlottesville,VA,22902,38.019716,-78.465586,"(38.019716, -78.465586)"
67995,2019-00009410,222 SHAMROCK Charlottesville VA 22903,222 SHAMROCK,Charlottesville,VA,22903,38.026496,-78.508728,"(38.026496, -78.508728)"
68001,2019-00009413,203 SPRIGG Charlottesville VA 22903,203 SPRIGG,Charlottesville,VA,22903,38.038703,-78.507636,"(38.038703, -78.507636)"
68007,2019-00009420,1915 East MARKET Charlottesville VA 22911,1915 East MARKET,Charlottesville,VA,22911,38.020221,-78.455182,"(38.020221, -78.455182)"
68011,2019-00009422,315 10 1/2 Northwest Charlottesville VA 22903,315 10 1/2 Northwest,Charlottesville,VA,22903,38.036088,-78.494119,"(38.036088, -78.494119)"
68015,2019-00009423,203 SPRIGG Charlottesville VA 22903,203 SPRIGG,Charlottesville,VA,22903,38.038703,-78.507636,"(38.038703, -78.507636)"
68018,2019-00009424,307 10 1/2 Northwest Charlottesville VA 22903,307 10 1/2 Northwest,Charlottesville,VA,22903,38.035944,-78.494314,"(38.035944, -78.494314)"
68024,2019-00009425,1242 CEDARS 409 Charlottesville VA 22903,1242 CEDARS 409,Charlottesville,VA,22903,38.056437,-78.500668,"(38.056437, -78.500668)"
68026,2019-00009427,1100 EMMET North Charlottesville VA 22903,1100 EMMET North,Charlottesville,VA,22903,38.051711,-78.50182,"(38.051711, -78.50182)"
68033,2019-00009428,100 CARLTON 5 Charlottesville VA 22902,100 CARLTON 5,Charlottesville,VA,22902,38.026689,-78.46855,"(38.026689, -78.46855)"
68038,2019-00009429,100 ALDERMAN Charlottesville VA 22903,100 ALDERMAN,Charlottesville,VA,22903,38.041898,-78.511796,"(38.041898, -78.511796)"
68044,2019-00009432,301 15TH Northwest 3013 Charlottesville VA 22903,301 15TH Northwest 3013,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)"
68048,2019-00009433,243 RIDGE MCINTIRE Charlottesville VA 22903,243 RIDGE MCINTIRE,Charlottesville,VA,22903,38.032289,-78.48537,"(38.032289, -78.48537)"
68050,2019-00009434,1826 UNIVERSITY Charlottesville VA 22903,1826 UNIVERSITY,Charlottesville,VA,22903,38.036702,-78.503476,"(38.036702, -78.503476)"
68055,2019-00009435,100 ALDERMAN Charlottesville VA 22903,100 ALDERMAN,Charlottesville,VA,22903,38.041898,-78.511796,"(38.041898, -78.511796)"
68058,2019-00009440,MM 115 West 64 Charlottesville VA 22903,MM 115 West 64,Charlottesville,VA,22903,38.029839,-78.592889,"(38.029839, -78.592889)"
68061,2019-00009442,1126 MERIWETHER Charlottesville VA 22902,1126 MERIWETHER,Charlottesville,VA,22902,38.030695,-78.46844,"(38.030695, -78.46844)"
68065,2019-00009443,808 RIVES Charlottesville VA 22902,808 RIVES,Charlottesville,VA,22902,38.018263,-78.469244,"(38.018263, -78.469244)"
68068,2019-00009444,1516 BIRNAM Charlottesville VA 22901,1516 BIRNAM,Charlottesville,VA,22901,38.077858,-78.493559,"(38.077858, -78.493559)"
68071,2019-00009445,1001 PRESTON Charlottesville VA 22903,1001 PRESTON,Charlottesville,VA,22903,38.039962,-78.491395,"(38.039962, -78.491395)"
68075,2019-00009447,142 STRIBLING Charlottesville VA 22903,142 STRIBLING,Charlottesville,VA,22903,38.022939,-78.517582,"(38.022939, -78.517582)"
68078,2019-00009448,1605 6TH Southeast Charlottesville VA 22902,1605 6TH Southeast,Charlottesville,VA,22902,38.017019,-78.486833,"(38.017019, -78.486833)"
68081,2019-00009449,5TH ST Southwest Charlottesville VA 22902,5TH ST Southwest,Charlottesville,VA,22902,38.012189,-78.502685,"(38.012189, -78.502685)"
68084,2019-00009451,500 COURT Charlottesville VA 22902,500 COURT,Charlottesville,VA,22902,38.031112,-78.477597,"(38.031112, -78.477597)"
68086,2019-00009452,203 SPRIGG Charlottesville VA 22903,203 SPRIGG,Charlottesville,VA,22903,38.038703,-78.507636,"(38.038703, -78.507636)"
68092,2019-00009454,615 East WATER Charlottesville VA 22902,615 East WATER,Charlottesville,VA,22902,38.029127,-78.47731,"(38.029127, -78.47731)"
68096,2019-00009456,215 PALATINE Charlottesville VA 22902,215 PALATINE,Charlottesville,VA,22902,38.01553,-78.479796,"(38.01553, -78.479796)"
68101,2019-00009462,1005 ALTAVISTA A Charlottesville VA 22902,1005 ALTAVISTA A,Charlottesville,VA,22902,38.018278,-78.47661,"(38.018278, -78.47661)"
68105,2019-00009467,1803 EMMET North Charlottesville VA 22901,1803 EMMET North,Charlottesville,VA,22901,38.060682,-78.494455,"(38.060682, -78.494455)"
68112,2019-00009469,2504 HILLWOOD Charlottesville VA 22901,2504 HILLWOOD,Charlottesville,VA,22901,38.065582,-78.472984,"(38.065582, -78.472984)"
68116,2019-00009476,1206 GROVE Charlottesville VA 22903,1206 GROVE,Charlottesville,VA,22903,38.028804,-78.501082,"(38.028804, -78.501082)"
68121,2019-00009477,910 ANDERSON Charlottesville VA 22903,910 ANDERSON,Charlottesville,VA,22903,38.036044,-78.491459,"(38.036044, -78.491459)"
68125,2019-00009481,1284 KENWOOD Charlottesville VA 22901,1284 KENWOOD,Charlottesville,VA,22901,38.057751,-78.468995,"(38.057751, -78.468995)"
68128,2019-00009483,832 CHERRY Charlottesville VA 22903,832 CHERRY,Charlottesville,VA,22903,38.028551,-78.494855,"(38.028551, -78.494855)"
68131,2019-00009487,West HIGH ST / PRESTON Charlottesville VA 22902,West HIGH ST / PRESTON,Charlottesville,VA,22902,38.033221,-78.483326,"(38.033221, -78.483326)"
68136,2019-00009490,HARRIS ST / PRESTON Charlottesville VA 22903,HARRIS ST / PRESTON,Charlottesville,VA,22903,38.034975,-78.485699,"(38.034975, -78.485699)"
68140,2019-00009492,1625 MERIDIAN B1 Charlottesville VA 22902,1625 MERIDIAN B1,Charlottesville,VA,22902,38.012538,-78.482697,"(38.012538, -78.482697)"
68143,2019-00009493,621 BAILEY Charlottesville VA 22903,621 BAILEY,Charlottesville,VA,22903,38.021357,-78.496264,"(38.021357, -78.496264)"
68150,2019-00009494,1340 JEFFERSON PARK Charlottesville VA 22908,1340 JEFFERSON PARK,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
68156,2019-00009496,853 West MAIN 412 Charlottesville VA 22903,853 West MAIN 412,Charlottesville,VA,22903,38.032788,-78.493409,"(38.032788, -78.493409)"
68167,2019-00009497,401 4TH Northwest 324 Charlottesville VA 22903,401 4TH Northwest 324,Charlottesville,VA,22903,38.034066,-78.485466,"(38.034066, -78.485466)"
68174,2019-00009498,170 9TH Southeast Charlottesville VA 22902,170 9TH Southeast,Charlottesville,VA,22902,38.028735,-78.476587,"(38.028735, -78.476587)"
68178,2019-00009499,2035 INDIA 118 Charlottesville VA 22901,2035 INDIA 118,Charlottesville,VA,22901,38.062676,-78.488561,"(38.062676, -78.488561)"
68183,2019-00009502,212 RIDGE MCINTIRE Charlottesville VA 22902,212 RIDGE MCINTIRE,Charlottesville,VA,22902,38.031766,-78.483883,"(38.031766, -78.483883)"
68187,2019-00009503,1300 JOHN Charlottesville VA 22903,1300 JOHN,Charlottesville,VA,22903,38.036831,-78.49687,"(38.036831, -78.49687)"
68190,2019-00009504,931 BELMONT Charlottesville VA 22902,931 BELMONT,Charlottesville,VA,22902,38.023225,-78.473968,"(38.023225, -78.473968)"
68191,2019-00009505,2101 ARLINGTON 314 Charlottesville VA 22903,2101 ARLINGTON 314,Charlottesville,VA,22903,38.049946,-78.506568,"(38.049946, -78.506568)"
68195,2019-00009506,1300 LONG Charlottesville VA 22902,1300 LONG,Charlottesville,VA,22902,38.036126,-78.462433,"(38.036126, -78.462433)"
68205,2019-00009508,RIDGE ST / DICE Charlottesville VA 22902,RIDGE ST / DICE,Charlottesville,VA,22902,38.028141,-78.48637,"(38.028141, -78.48637)"
68207,2019-00009509,937 HENRY Charlottesville VA 22903,937 HENRY,Charlottesville,VA,22903,38.040409,-78.489018,"(38.040409, -78.489018)"
68211,2019-00009510,1110 RIVER Charlottesville VA 22901,1110 RIVER,Charlottesville,VA,22901,38.043022,-78.4555,"(38.043022, -78.4555)"
68221,2019-00009512,1210 EDGE HILL Charlottesville VA 22903,1210 EDGE HILL,Charlottesville,VA,22903,38.042291,-78.477939,"(38.042291, -78.477939)"
68230,2019-00009513,223 East MAIN Charlottesville VA 22902,223 East MAIN,Charlottesville,VA,22902,38.030449,-78.480084,"(38.030449, -78.480084)"
68240,2019-00009514,52 MONROE HILL Charlottesville VA 22903,52 MONROE HILL,Charlottesville,VA,22903,38.035253,-78.50709,"(38.035253, -78.50709)"
68242,2019-00009517,705 12TH Northwest Charlottesville VA 22903,705 12TH Northwest,Charlottesville,VA,22903,38.040482,-78.494116,"(38.040482, -78.494116)"
68252,2019-00009518,1121 EMMET North Charlottesville VA 22903,1121 EMMET North,Charlottesville,VA,22903,38.051369,-78.500761,"(38.051369, -78.500761)"
68263,2019-00009519,1826 UNIVERSITY Charlottesville VA 22903,1826 UNIVERSITY,Charlottesville,VA,22903,38.036702,-78.503476,"(38.036702, -78.503476)"
68268,2019-00009520,415 RAY C HUNT DR Charlottesville VA 22903,415 RAY C HUNT DR,Charlottesville,VA,22903,38.026446,-78.524679,"(38.026446, -78.524679)"
68273,2019-00009521,208 East MAIN Charlottesville VA 22902,208 East MAIN,Charlottesville,VA,22902,38.030461,-78.480493,"(38.030461, -78.480493)"
68278,2019-00009522,922 1ST South A Charlottesville VA 22902,922 1ST South A,Charlottesville,VA,22902,38.022828,-78.485898,"(38.022828, -78.485898)"
68288,2019-00009523,1114 EMMET North A Charlottesville VA 22903,1114 EMMET North A,Charlottesville,VA,22903,38.051332,-78.501306,"(38.051332, -78.501306)"
68295,2019-00009524,508 HARRIS Charlottesville VA 22903,508 HARRIS,Charlottesville,VA,22903,38.014124,-78.503941,"(38.014124, -78.503941)"
68301,2019-00009525,GRADY AVE / PRESTON Charlottesville VA 22903,GRADY AVE / PRESTON,Charlottesville,VA,22903,38.037983,-78.490072,"(38.037983, -78.490072)"
